,ID,Severity_Binary,Start_Lat,Start_Lng,Distance(mi),Temperature(F),Humidity(%),Sunrise_Sunset,Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition,Traffic_Signal,Junction,Crossing,Hour,Day,Month,Year
13509,A-13510,1,38.611313,-121.426414,0.01,66.2,68.0,Day,30.09,10.0,9.2,,Cloudy,0,0,0,12,25,10,2016
13510,A-13511,0,38.495975,-121.45914499999999,0.01,64.0,78.0,Day,30.08,10.0,4.6,0.0,Other,1,0,1,12,25,10,2016
13511,A-13512,0,37.623447,-122.40065,0.01,69.1,61.0,Day,30.05,10.0,19.6,,Other,0,0,0,12,25,10,2016
13512,A-13513,0,38.189243,-120.674454,0.01,66.2,49.0,Day,30.16,10.0,4.6,,Other,0,0,0,12,25,10,2016
13513,A-13514,1,38.79425,-121.879547,0.01,64.4,77.0,Day,30.09,10.0,6.9,,Other,0,0,0,12,25,10,2016
13514,A-13515,0,37.826736,-121.21746100000001,0.01,66.0,70.0,Day,30.07,10.0,6.9,0.0,Rain,0,0,0,13,25,10,2016
13515,A-13516,1,38.873160999999996,-121.131432,0.01,62.6,77.0,Day,30.12,7.0,6.9,,Cloudy,0,0,0,12,25,10,2016
13516,A-13517,0,38.997677,-120.920143,0.0,62.6,77.0,Day,30.12,7.0,6.9,,Cloudy,0,0,0,13,25,10,2016
13517,A-13518,0,37.884373,-122.17971000000001,0.01,68.0,56.0,Day,30.03,10.0,6.9,0.01,Other,0,1,0,13,25,10,2016
13518,A-13519,0,38.428131,-122.767769,0.01,61.0,100.0,Day,30.02,2.0,6.9,0.01,Rain,0,0,0,13,25,10,2016
13519,A-13520,0,37.428416999999996,-122.10138700000002,0.01,69.8,53.0,Day,30.05,10.0,12.7,,Cloudy,0,0,0,13,25,10,2016
13520,A-13521,1,38.945254999999996,-121.046089,0.01,62.6,77.0,Day,30.11,10.0,8.1,,Cloudy,0,0,0,13,25,10,2016
13521,A-13522,0,38.029228,-122.537476,0.01,62.6,94.0,Day,30.05,9.0,5.8,,Other,0,0,0,14,25,10,2016
13522,A-13523,0,38.126282,-122.26888999999998,0.01,66.0,75.0,Day,30.03,10.0,3.5,0.0,Other,0,1,0,14,25,10,2016
13523,A-13524,1,38.661053,-121.359779,0.01,64.4,73.0,Day,30.08,9.0,12.7,,Cloudy,0,0,1,14,25,10,2016
13524,A-13525,0,38.239506,-122.089371,0.01,66.0,75.0,Day,30.03,10.0,3.5,0.0,Other,0,0,0,14,25,10,2016
13525,A-13526,0,37.323184999999995,-121.964134,0.01,72.0,46.0,Day,30.05,10.0,8.1,,Cloudy,1,0,1,14,25,10,2016
13526,A-13527,0,38.2556,-121.440079,0.01,64.0,78.0,Day,30.08,10.0,4.6,0.0,Other,0,0,0,14,25,10,2016
13527,A-13528,1,37.56638,-122.04171799999999,0.01,72.0,48.0,Day,30.06,10.0,13.8,,Cloudy,0,0,0,14,25,10,2016
13528,A-13529,0,38.426914000000004,-122.715149,0.01,62.1,96.0,Day,30.01,1.5,10.4,0.03,Rain,0,1,0,14,25,10,2016
13529,A-13530,1,38.568432,-121.51096299999999,0.01,64.0,78.0,Day,30.08,10.0,4.6,0.0,Other,0,0,0,14,25,10,2016
13530,A-13531,1,38.583015,-121.50322,0.01,64.0,78.0,Day,30.08,10.0,4.6,0.0,Other,0,0,1,14,25,10,2016
13531,A-13532,0,38.652744,-121.28894,0.0,66.2,73.0,Day,30.06,10.0,4.6,,Other,0,0,1,14,25,10,2016
13532,A-13533,0,37.779469,-121.14286799999999,0.01,78.1,37.0,Day,30.04,10.0,4.6,,Clear,0,0,0,14,25,10,2016
13533,A-13534,1,37.764488,-122.217491,0.01,71.1,61.0,Day,30.04,10.0,12.7,,Other,0,0,0,14,25,10,2016
13534,A-13535,0,38.519512,-122.719521,0.01,62.1,96.0,Day,30.02,1.5,9.2,0.01,Rain,0,0,0,15,25,10,2016
13535,A-13536,0,38.30295200000001,-122.413315,0.0,62.6,88.0,Day,30.06,10.0,5.8,,Other,0,0,0,15,25,10,2016
13536,A-13537,1,37.830669,-122.293343,0.01,71.1,61.0,Day,30.04,10.0,12.7,,Other,0,0,0,15,25,10,2016
13537,A-13538,0,37.483288,-122.18073999999999,0.01,69.8,53.0,Day,30.03,10.0,12.7,,Cloudy,0,0,0,15,25,10,2016
13538,A-13539,0,38.012947,-121.871582,0.01,73.0,48.0,Day,29.99,10.0,9.2,0.0,Cloudy,0,0,0,15,25,10,2016
13539,A-13540,1,37.944862,-122.484596,0.01,66.2,83.0,Day,30.01,10.0,16.1,,Cloudy,0,1,0,16,25,10,2016
13540,A-13541,1,37.805473,-122.278603,0.01,70.0,63.0,Day,30.03,10.0,12.7,,Cloudy,0,0,0,15,25,10,2016
13541,A-13542,1,37.325665,-122.005173,0.01,73.9,46.0,Day,30.03,10.0,8.1,,Cloudy,0,0,0,16,25,10,2016
13542,A-13543,0,36.98587,-121.957352,0.01,66.0,73.0,Day,30.06,10.0,10.4,,Clear,0,0,1,16,25,10,2016
13543,A-13544,0,37.852909000000004,-122.49237099999999,0.01,70.0,61.0,Day,30.02,10.0,20.7,,Cloudy,0,0,0,16,25,10,2016
13544,A-13545,0,36.980232,-121.828079,0.01,64.0,75.0,Day,30.07,10.0,6.9,,Clear,0,0,0,16,25,10,2016
13545,A-13546,0,36.996967,-122.020622,0.01,64.0,75.0,Day,30.07,10.0,6.9,,Clear,0,0,0,16,25,10,2016
13546,A-13547,0,36.571983,-121.5205,0.01,69.1,58.0,Day,30.05,10.0,17.3,,Cloudy,0,1,0,16,25,10,2016
13547,A-13548,0,37.732243,-122.432076,0.01,69.1,63.0,Day,30.03,10.0,13.8,,Cloudy,0,1,0,16,25,10,2016
13548,A-13549,1,37.700893,-121.82266200000001,0.01,,,Day,30.01,10.0,8.1,,Other,0,1,0,17,25,10,2016
13549,A-13550,1,37.699740999999996,-122.108398,0.01,73.0,46.0,Day,30.05,10.0,10.4,,Cloudy,0,1,0,17,25,10,2016
13550,A-13551,0,37.4865,-122.1427,0.01,69.8,53.0,Day,30.03,10.0,11.5,,Cloudy,1,0,1,17,25,10,2016
13551,A-13552,1,37.692703,-122.101601,0.01,70.0,53.0,Day,30.04,10.0,11.5,,Cloudy,0,0,0,17,25,10,2016
13552,A-13553,0,37.769672,-122.41613000000001,0.01,68.0,65.0,Day,30.02,10.0,6.9,,Cloudy,0,0,0,17,25,10,2016
13553,A-13554,1,37.913139,-122.067085,0.01,69.1,61.0,Day,29.98,10.0,3.5,,Other,0,0,0,17,25,10,2016
13554,A-13555,0,37.865856,-122.207054,0.01,69.1,61.0,Day,29.98,10.0,3.5,,Other,0,0,0,17,25,10,2016
13555,A-13556,1,38.520638,-121.95275900000001,0.01,66.0,78.0,Day,30.03,10.0,8.1,,Cloudy,0,1,0,17,25,10,2016
13556,A-13557,0,37.867241,-122.201027,0.01,69.1,61.0,Night,29.98,10.0,3.5,,Other,0,0,0,18,25,10,2016
13557,A-13558,0,37.94735,-122.033005,0.01,66.0,73.0,Night,29.98,10.0,8.1,,Other,1,0,0,18,25,10,2016
13558,A-13559,0,37.868549,-122.19479399999999,0.01,66.0,73.0,Night,29.98,10.0,8.1,,Other,0,0,0,18,25,10,2016
13559,A-13560,0,38.000584,-122.054092,0.01,66.0,73.0,Night,29.98,10.0,8.1,,Other,0,1,0,18,25,10,2016
13560,A-13561,1,37.836449,-122.01187900000001,0.01,66.0,73.0,Night,29.98,10.0,8.1,,Other,0,1,0,18,25,10,2016
13561,A-13562,1,37.405975,-121.910133,0.01,68.0,55.0,Night,30.02,10.0,10.4,,Cloudy,0,0,0,18,25,10,2016
13562,A-13563,1,37.732433,-122.18933899999999,0.01,66.9,73.0,Night,30.03,10.0,4.6,,Cloudy,0,0,0,18,25,10,2016
13563,A-13564,1,37.711319,-122.167976,0.01,66.9,73.0,Night,30.03,10.0,4.6,,Cloudy,0,0,0,18,25,10,2016
13564,A-13565,1,37.663506,-122.105728,0.01,70.0,51.0,Night,30.04,10.0,6.9,,Other,0,1,0,19,25,10,2016
13565,A-13566,0,37.408058000000004,-122.003708,0.01,66.9,59.0,Night,30.03,10.0,8.1,,Other,0,0,0,19,25,10,2016
13566,A-13567,0,37.392281,-121.99999199999999,0.01,66.9,59.0,Night,30.03,10.0,8.1,,Other,0,1,0,19,25,10,2016
13567,A-13568,0,37.552258,-121.91766399999999,0.01,66.9,59.0,Night,30.03,10.0,8.1,,Other,0,0,0,19,25,10,2016
13568,A-13569,0,38.493572,-122.125198,0.01,64.0,84.0,Night,29.99,10.0,3.5,,Cloudy,0,0,0,19,25,10,2016
13569,A-13570,0,37.250488,-121.906227,0.01,66.2,60.0,Night,30.05,10.0,8.1,,Cloudy,0,0,0,19,25,10,2016
13570,A-13571,0,38.690265999999994,-121.75546299999999,0.01,63.0,81.0,Night,30.01,10.0,8.1,,Cloudy,0,0,0,19,25,10,2016
13571,A-13572,0,36.971111,-121.4188,0.01,64.4,64.0,Night,30.06,10.0,8.1,,Clear,0,0,0,19,25,10,2016
13572,A-13573,1,37.850994,-122.299484,0.01,68.0,68.0,Night,30.03,10.0,8.1,,Cloudy,0,0,0,19,25,10,2016
13573,A-13574,1,37.842594,-122.2976,0.01,68.0,68.0,Night,30.03,10.0,8.1,,Cloudy,0,1,0,19,25,10,2016
13574,A-13575,0,37.383858000000004,-122.068649,0.01,66.9,59.0,Night,30.03,10.0,8.1,,Other,0,0,0,19,25,10,2016
13575,A-13576,0,37.250595000000004,-121.89617199999999,0.01,66.2,60.0,Night,30.05,10.0,8.1,,Cloudy,0,0,0,19,25,10,2016
13576,A-13577,0,38.150776,-122.44918100000001,0.0,62.6,82.0,Night,30.04,10.0,4.6,,Other,1,0,0,19,25,10,2016
13577,A-13578,1,37.819214,-122.294472,0.01,68.0,68.0,Night,30.03,10.0,8.1,,Cloudy,1,0,1,19,25,10,2016
13578,A-13579,1,38.485714,-121.512344,0.01,64.0,90.0,Night,30.02,10.0,8.1,,Clear,0,0,0,19,25,10,2016
13579,A-13580,0,37.891457,-121.487831,0.01,63.0,78.0,Night,30.01,10.0,4.6,,Clear,0,0,0,19,25,10,2016
13580,A-13581,0,38.442375,-122.721397,0.01,62.1,93.0,Night,29.99,10.0,4.6,,Other,0,1,0,20,25,10,2016
13581,A-13582,0,38.64732,-121.54261799999999,0.0,62.6,88.0,Night,30.04,10.0,3.5,,Cloudy,0,1,1,19,25,10,2016
13582,A-13583,0,38.550087,-121.47406000000001,0.01,64.0,90.0,Night,30.02,10.0,8.1,,Clear,0,1,0,19,25,10,2016
13583,A-13584,0,37.401894,-122.026848,0.01,66.9,57.0,Night,30.04,10.0,9.2,,Other,1,0,1,20,25,10,2016
13584,A-13585,1,37.416484999999994,-122.21129599999999,0.01,66.2,64.0,Night,30.04,10.0,6.9,,Cloudy,0,1,0,20,25,10,2016
13585,A-13586,0,38.222668,-122.25328799999998,0.01,63.0,81.0,Night,30.0,10.0,8.1,,Clear,0,0,0,20,25,10,2016
13586,A-13587,1,37.701648999999996,-121.911278,0.01,63.0,65.0,Night,30.02,10.0,8.1,,Cloudy,0,0,0,20,25,10,2016
13587,A-13588,0,37.699661,-121.927681,0.01,63.0,65.0,Night,30.02,10.0,8.1,,Cloudy,0,0,0,20,25,10,2016
13588,A-13589,0,37.34214,-121.848183,0.01,62.6,68.0,Night,30.05,10.0,8.1,,Cloudy,0,0,0,20,25,10,2016
13589,A-13590,0,36.595905,-121.54592099999999,0.01,61.0,75.0,Night,30.07,10.0,6.9,,Clear,0,0,0,20,25,10,2016
13590,A-13591,0,37.545795,-122.288956,0.01,66.2,64.0,Night,30.03,10.0,6.9,,Cloudy,0,0,0,20,25,10,2016
13591,A-13592,1,37.698124,-121.94076499999998,0.01,63.0,65.0,Night,30.02,10.0,8.1,,Cloudy,0,0,0,20,25,10,2016
13592,A-13593,0,37.213013000000004,-121.726578,0.01,62.6,68.0,Night,30.05,10.0,8.1,,Cloudy,0,0,0,20,25,10,2016
13593,A-13594,0,37.409988,-121.993858,0.0,66.9,54.0,Night,30.04,10.0,8.1,,Other,0,0,0,21,25,10,2016
13594,A-13595,0,37.77200300000001,-122.42372900000001,0.0,66.0,63.0,Night,30.03,10.0,8.1,,Cloudy,1,0,1,21,25,10,2016
13595,A-13596,1,37.333767,-122.064621,0.01,66.9,54.0,Night,30.04,10.0,8.1,,Other,0,0,0,21,25,10,2016
13596,A-13597,0,37.428416999999996,-122.10138700000002,0.01,64.4,59.0,Night,30.02,10.0,9.2,,Cloudy,0,0,0,21,25,10,2016
13597,A-13598,1,37.732548,-122.18914,0.01,64.9,68.0,Night,30.03,10.0,8.1,,Cloudy,0,0,0,22,25,10,2016
13598,A-13599,0,38.120712,-122.565727,0.01,60.8,82.0,Night,30.03,10.0,8.1,,Cloudy,0,1,0,22,25,10,2016
13599,A-13600,1,37.830509,-122.294044,0.01,64.0,70.0,Night,30.04,10.0,6.9,,Cloudy,0,0,0,22,25,10,2016
13600,A-13601,0,37.327114,-121.89463,0.01,64.0,63.0,Night,30.04,10.0,3.5,,Cloudy,0,0,0,22,25,10,2016
13601,A-13602,0,37.355961,-121.86829399999999,0.01,62.6,68.0,Night,30.06,10.0,8.1,,Cloudy,0,1,0,22,25,10,2016
13602,A-13603,1,37.3363,-121.857147,0.01,62.6,68.0,Night,30.06,10.0,8.1,,Cloudy,0,1,0,22,25,10,2016
13603,A-13604,0,37.279644,-122.01133,0.01,64.0,63.0,Night,30.04,10.0,3.5,,Cloudy,0,0,0,22,25,10,2016
13604,A-13605,0,37.902351,-122.51583899999999,0.01,60.8,88.0,Night,30.03,10.0,8.1,,Cloudy,0,0,0,22,25,10,2016
13605,A-13606,0,38.498676,-122.992851,0.01,60.1,96.0,Night,30.01,10.0,8.1,,Other,0,0,0,23,25,10,2016
13606,A-13607,1,37.833176,-122.294373,0.01,63.0,70.0,Night,30.03,10.0,3.5,,Cloudy,0,0,0,23,25,10,2016
13607,A-13608,0,37.378239,-122.06756599999999,0.01,64.9,58.0,Night,30.04,10.0,5.8,,Clear,0,1,0,23,25,10,2016
13608,A-13609,1,37.878184999999995,-122.307175,0.01,64.0,67.0,Night,30.01,10.0,4.6,,Cloudy,0,0,1,1,26,10,2016
13609,A-13610,0,37.317062,-121.94058999999999,0.01,61.0,72.0,Night,30.01,10.0,6.9,,Clear,0,0,0,1,26,10,2016
13610,A-13611,1,38.05258900000001,-122.227448,0.01,60.1,72.0,Night,29.96,10.0,3.5,,Clear,0,0,0,2,26,10,2016
13611,A-13612,0,38.220692,-122.60753600000001,0.01,53.6,100.0,Night,30.02,10.0,8.1,,Other,0,0,0,3,26,10,2016
13612,A-13613,0,38.04813400000001,-122.53216599999999,0.01,55.4,100.0,Night,30.01,10.0,4.6,,Clear,0,0,0,3,26,10,2016
13613,A-13614,0,37.789227000000004,-122.395126,0.01,57.9,90.0,Night,30.03,8.0,8.1,,Cloudy,1,0,1,5,26,10,2016
13614,A-13615,0,37.428783,-122.195862,0.01,53.6,,Night,30.04,10.0,8.1,,Clear,1,0,1,6,26,10,2016
13615,A-13616,0,37.996063,-121.78519399999999,0.01,54.0,86.0,Night,30.0,10.0,8.1,,Clear,0,0,0,6,26,10,2016
13616,A-13617,0,38.179825,-120.959595,0.01,46.4,93.0,Night,30.12,10.0,8.1,,Clear,0,0,0,7,26,10,2016
13617,A-13618,1,37.850994,-122.299484,0.01,57.0,96.0,Day,30.06,9.0,8.1,,Cloudy,0,0,0,7,26,10,2016
13618,A-13619,0,37.462418,-122.144402,0.01,57.2,,Day,30.05,10.0,8.1,,Clear,0,1,0,7,26,10,2016
13619,A-13620,0,37.443542,-122.11723300000001,0.01,57.2,,Day,30.05,10.0,8.1,,Clear,0,0,0,7,26,10,2016
13620,A-13621,1,37.62764,-122.081718,0.01,55.9,77.0,Day,30.08,10.0,4.6,,Clear,0,0,0,8,26,10,2016
13621,A-13622,1,37.668953,-122.10938999999999,0.01,61.0,72.0,Day,30.1,10.0,3.5,,Clear,0,0,0,8,26,10,2016
13622,A-13623,0,38.660866,-121.346825,0.01,60.8,82.0,Day,30.09,10.0,3.5,,Clear,1,0,0,8,26,10,2016
13623,A-13624,0,38.652706,-121.29201499999999,0.01,59.0,82.0,Day,30.07,10.0,5.8,,Clear,0,0,0,8,26,10,2016
13624,A-13625,0,37.800674,-121.19233700000001,0.01,55.9,87.0,Day,30.07,6.0,4.6,,Clear,0,1,0,8,26,10,2016
13625,A-13626,1,37.737331,-122.19333600000002,0.01,62.1,86.0,Day,30.08,10.0,8.1,,Cloudy,0,1,0,9,26,10,2016
13626,A-13627,1,38.217556,-122.13685600000001,0.01,60.1,83.0,Day,30.05,10.0,9.2,,Cloudy,0,0,0,9,26,10,2016
13627,A-13628,1,37.689934,-122.09571799999999,0.01,61.0,72.0,Day,30.1,10.0,3.5,,Clear,0,0,0,9,26,10,2016
13628,A-13629,1,37.914584999999995,-122.31752,0.01,61.0,75.0,Day,30.04,10.0,8.1,,Clear,0,1,0,9,26,10,2016
13629,A-13630,1,38.220753,-122.132172,0.01,62.1,78.0,Day,30.06,10.0,3.5,,Cloudy,0,1,0,9,26,10,2016
13630,A-13631,1,38.661021999999996,-121.36026000000001,0.01,64.4,73.0,Day,30.1,10.0,4.6,,Clear,0,0,1,9,26,10,2016
13631,A-13632,0,38.481697,-121.31613899999999,1.0,64.4,68.0,Day,30.09,10.0,3.5,,Clear,0,0,0,9,26,10,2016
13632,A-13633,1,37.927975,-122.32287600000001,0.01,61.0,75.0,Day,30.04,10.0,8.1,,Clear,0,1,0,9,26,10,2016
13633,A-13634,0,38.538242,-121.473648,0.01,62.1,86.0,Day,30.09,10.0,5.8,,Clear,0,0,0,9,26,10,2016
13634,A-13635,0,38.072308,-122.802254,0.0,60.8,82.0,Day,30.08,10.0,4.6,,Cloudy,0,0,0,9,26,10,2016
13635,A-13636,0,38.246574,-122.416992,0.01,60.8,82.0,Day,30.09,10.0,3.5,,Other,0,0,0,9,26,10,2016
13636,A-13637,1,37.731983,-122.41541299999999,0.01,62.1,72.0,Day,30.08,10.0,8.1,,Cloudy,0,0,0,9,26,10,2016
13637,A-13638,0,38.409191,-121.38887,0.01,62.1,86.0,Day,30.09,10.0,5.8,,Clear,0,0,0,9,26,10,2016
13638,A-13639,1,37.825649,-122.304092,0.01,63.0,81.0,Day,30.09,10.0,8.1,,Cloudy,0,0,0,10,26,10,2016
13639,A-13640,0,38.438198,-121.40183300000001,0.01,62.1,86.0,Day,30.09,10.0,5.8,,Clear,0,0,0,10,26,10,2016
13640,A-13641,1,37.364319,-121.90183999999999,0.01,66.9,57.0,Day,30.06,10.0,11.5,,Cloudy,0,0,0,10,26,10,2016
13641,A-13642,0,38.596104,-121.410728,0.01,66.2,64.0,Day,30.09,10.0,5.8,,Clear,1,0,1,10,26,10,2016
13642,A-13643,1,38.55249,-121.694313,0.01,66.2,68.0,Day,30.08,10.0,6.9,,Clear,0,0,0,10,26,10,2016
13643,A-13644,1,37.874702,-121.27799999999999,0.01,66.0,63.0,Day,30.07,8.0,3.5,,Clear,0,0,0,10,26,10,2016
13644,A-13645,1,37.738640000000004,-122.407997,0.01,63.0,75.0,Day,30.07,10.0,8.1,,Cloudy,0,0,0,10,26,10,2016
13645,A-13646,1,37.915417,-122.32696499999999,0.01,64.9,63.0,Day,30.04,10.0,8.1,,Clear,0,0,0,10,26,10,2016
13646,A-13647,0,39.45388,-121.052132,0.01,59.0,4.0,Day,30.16,10.0,8.1,,Clear,0,0,0,10,26,10,2016
13647,A-13648,0,38.160545,-122.57193799999999,0.01,62.6,77.0,Day,30.08,10.0,9.2,,Clear,0,0,0,11,26,10,2016
13648,A-13649,0,37.476139,-122.21057900000001,0.01,62.6,82.0,Day,30.08,10.0,4.6,,Clear,0,0,0,11,26,10,2016
13649,A-13650,0,38.683890999999996,-121.457001,0.01,68.0,60.0,Day,30.09,10.0,6.9,,Clear,1,0,1,11,26,10,2016
13650,A-13651,0,37.665779,-122.396469,0.01,63.0,75.0,Day,30.07,10.0,8.1,,Cloudy,0,0,0,11,26,10,2016
13651,A-13652,1,37.778564,-122.16914399999999,0.01,64.9,75.0,Day,30.08,10.0,5.8,,Cloudy,0,0,0,11,26,10,2016
13652,A-13653,1,38.004726,-121.35160800000001,0.01,66.0,63.0,Day,30.07,8.0,3.5,,Clear,0,0,0,11,26,10,2016
13653,A-13654,0,38.25542100000001,-121.29443400000001,0.01,64.9,78.0,Day,30.08,10.0,3.5,,Clear,0,0,0,11,26,10,2016
13654,A-13655,0,37.707993,-122.455048,0.01,64.9,73.0,Day,30.06,10.0,5.8,,Clear,0,0,1,11,26,10,2016
13655,A-13656,1,38.408778999999996,-121.48395500000001,0.01,68.0,70.0,Day,30.06,10.0,8.1,,Clear,0,0,0,11,26,10,2016
13656,A-13657,0,38.63718400000001,-121.38298,0.01,68.0,60.0,Day,30.09,10.0,5.8,,Clear,1,0,0,11,26,10,2016
13657,A-13658,0,38.56583,-121.33638,0.01,71.6,53.0,Day,30.07,10.0,3.5,,Clear,0,0,0,11,26,10,2016
13658,A-13659,0,38.669552,-121.24428600000002,0.01,71.6,53.0,Day,30.07,10.0,3.5,,Clear,0,0,0,11,26,10,2016
13659,A-13660,1,37.634972,-122.086952,0.01,70.0,49.0,Day,30.08,10.0,3.5,,Clear,0,1,0,11,26,10,2016
13660,A-13661,1,37.96946,-122.058723,0.01,71.1,53.0,Day,30.01,10.0,4.6,,Clear,0,0,0,11,26,10,2016
13661,A-13662,1,38.661621000000004,-121.359604,1.94,69.8,56.0,Day,30.08,10.0,5.8,,Clear,0,0,0,11,26,10,2016
13662,A-13663,0,38.343533,-121.335594,0.01,71.6,53.0,Day,30.07,10.0,3.5,,Clear,0,1,0,11,26,10,2016
13663,A-13664,0,38.575684,-121.31491899999999,0.01,71.6,53.0,Day,30.07,10.0,3.5,,Clear,0,0,0,11,26,10,2016
13664,A-13665,1,37.808361,-122.24149299999999,0.01,66.0,73.0,Day,30.06,10.0,5.8,,Cloudy,0,0,0,12,26,10,2016
13665,A-13666,1,37.703403,-121.736855,0.01,69.1,51.0,Day,30.04,10.0,8.1,,Clear,0,0,0,12,26,10,2016
13666,A-13667,0,38.64559600000001,-121.39371499999999,0.0,71.6,50.0,Day,30.07,9.0,3.5,,Clear,0,0,0,12,26,10,2016
13667,A-13668,0,37.489113,-122.21318799999999,0.01,62.6,82.0,Day,30.08,10.0,4.6,,Clear,0,0,0,12,26,10,2016
13668,A-13669,1,37.43473400000001,-121.88871,0.01,70.0,51.0,Day,30.05,10.0,5.8,,Cloudy,0,1,0,12,26,10,2016
13669,A-13670,0,37.771846999999994,-121.53721599999999,0.0,69.1,51.0,Day,30.04,10.0,8.1,,Clear,0,0,0,12,26,10,2016
13670,A-13671,0,38.354446,-122.71302800000001,0.01,66.2,64.0,Day,30.06,10.0,8.1,,Other,0,0,0,12,26,10,2016
13671,A-13672,0,38.413845,-122.655045,0.01,69.1,61.0,Day,30.01,10.0,5.8,,Cloudy,0,0,0,12,26,10,2016
13672,A-13673,1,37.649753999999994,-122.452408,0.01,66.0,70.0,Day,30.03,10.0,5.8,,Clear,0,1,0,12,26,10,2016
13673,A-13674,0,37.363369,-121.96685,0.01,75.0,40.0,Day,30.02,10.0,8.1,,Cloudy,1,0,1,12,26,10,2016
13674,A-13675,0,37.074219,-122.080322,0.0,69.1,63.0,Day,30.05,10.0,8.1,,Clear,0,0,0,13,26,10,2016
13675,A-13676,0,37.387211,-121.98172,0.01,75.0,40.0,Day,30.02,10.0,8.1,,Cloudy,0,0,0,12,26,10,2016
13676,A-13677,0,38.679607,-121.951889,0.01,71.6,53.0,Day,30.04,10.0,5.8,,Clear,0,0,0,13,26,10,2016
13677,A-13678,1,37.732243,-122.432076,0.01,66.0,70.0,Day,30.03,10.0,5.8,,Clear,0,1,0,13,26,10,2016
13678,A-13679,0,37.75404,-121.485123,0.01,73.9,53.0,Day,30.03,10.0,8.1,,Clear,0,0,0,13,26,10,2016
13679,A-13680,0,36.493382000000004,-121.4272,0.01,70.0,49.0,Day,30.06,10.0,11.5,,Clear,0,1,0,13,26,10,2016
13680,A-13681,0,37.705135,-122.115753,0.0,75.0,37.0,Day,30.01,10.0,6.9,,Clear,0,0,1,13,26,10,2016
13681,A-13682,0,38.0131,-122.001846,0.01,73.9,45.0,Day,29.98,10.0,8.1,,Clear,0,0,0,13,26,10,2016
13682,A-13683,0,38.595154,-121.428009,0.0,73.4,44.0,Day,30.02,10.0,4.6,,Clear,1,0,1,13,26,10,2016
13683,A-13684,0,38.301196999999995,-122.70603200000001,0.01,68.0,64.0,Day,30.04,10.0,6.9,,Other,0,1,0,13,26,10,2016
13684,A-13685,1,37.808361,-122.24149299999999,0.01,70.0,57.0,Day,30.0,10.0,8.1,,Cloudy,0,0,0,13,26,10,2016
13685,A-13686,1,37.708519,-122.163956,0.01,70.0,57.0,Day,30.0,10.0,8.1,,Cloudy,0,0,0,13,26,10,2016
13686,A-13687,0,38.273472,-122.671951,0.01,68.0,64.0,Day,30.04,10.0,6.9,,Other,0,0,0,13,26,10,2016
13687,A-13688,0,38.223595,-122.611801,0.01,68.0,64.0,Day,30.03,10.0,8.1,,Other,0,0,0,14,26,10,2016
13688,A-13689,0,38.115719,-121.352448,0.01,77.0,43.0,Day,29.98,10.0,4.6,,Clear,0,0,0,13,26,10,2016
13689,A-13690,0,37.862431,-121.05410800000001,0.0,79.0,31.0,Day,29.99,10.0,3.5,,Clear,0,0,0,13,26,10,2016
13690,A-13691,1,37.775101,-122.233337,0.01,70.0,57.0,Day,30.0,10.0,8.1,,Cloudy,0,0,0,14,26,10,2016
13691,A-13692,0,37.684298999999996,-122.073479,0.01,75.0,37.0,Day,30.01,10.0,6.9,,Clear,1,0,1,14,26,10,2016
13692,A-13693,0,36.636711,-121.66729,0.01,73.0,46.0,Day,30.03,10.0,4.6,,Clear,0,0,0,14,26,10,2016
13693,A-13694,0,36.959419,-121.55108600000001,0.01,71.6,50.0,Day,30.02,10.0,8.1,,Clear,0,0,0,14,26,10,2016
13694,A-13695,0,38.223103,-122.257843,0.01,71.1,53.0,Day,29.97,10.0,9.2,,Clear,1,0,0,14,26,10,2016
13695,A-13696,0,38.574345,-121.40151200000001,0.01,78.8,32.0,Day,29.97,10.0,8.1,,Clear,0,0,1,14,26,10,2016
13696,A-13697,0,38.323570000000004,-122.247681,0.0,71.1,53.0,Day,29.97,10.0,9.2,,Clear,0,0,0,14,26,10,2016
13697,A-13698,0,38.474369,-121.42308,0.01,77.0,43.0,Day,29.97,10.0,3.5,,Clear,0,0,0,14,26,10,2016
13698,A-13699,1,37.869521999999996,-122.30476399999999,0.01,72.0,57.0,Day,29.99,10.0,12.7,,Cloudy,0,0,0,14,26,10,2016
13699,A-13700,0,38.651775,-121.38294199999999,0.01,75.2,38.0,Day,29.98,10.0,4.6,,Clear,1,0,0,14,26,10,2016
13700,A-13701,0,36.403473,-121.31655900000001,0.01,73.0,49.0,Day,30.01,10.0,10.4,,Clear,0,1,0,14,26,10,2016
13701,A-13702,0,37.376346999999996,-121.995842,0.01,80.1,30.0,Day,29.94,10.0,6.9,,Cloudy,0,0,0,15,26,10,2016
13702,A-13703,0,36.698227,-121.646904,0.01,73.0,49.0,Day,30.01,10.0,10.4,,Clear,1,0,0,15,26,10,2016
13703,A-13704,0,37.926594,-122.057373,0.01,73.0,49.0,Day,29.92,10.0,11.5,,Clear,1,0,1,15,26,10,2016
13704,A-13705,0,36.817585,-121.387184,0.01,75.2,47.0,Day,29.97,10.0,5.8,,Clear,0,0,0,15,26,10,2016
13705,A-13706,1,37.364265,-121.84394099999999,0.01,82.4,28.0,Day,29.96,10.0,6.9,,Clear,0,0,0,15,26,10,2016
